id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-398870,2023-11-22,000001,Vente,162080.0,21,,AV DES PYRENEES,0274,31410,31287,Lavernose-Lacasse,31,,,31287000AA0016,,,40,71.24,,,,,,,,,1,1,Maison,70,3,,,,,,1.257694,43.391429
2023-398871,2023-12-08,000001,Vente,115000.0,5003,F,CHE DE MALARET,0264,31220,31135,Cazères,31,,,311350000C1492,,,,,,,,,,,,,0,1,Maison,106,5,S,sols,,,1000.0,1.102093,43.216648
2023-398871,2023-12-08,000001,Vente,115000.0,5003,F,CHE DE MALARET,0264,31220,31135,Cazères,31,,,311350000C1492,,,,,,,,,,,,,0,1,Maison,106,5,AG,terrains d'agrément,,,1000.0,1.102093,43.216648
2023-398872,2023-12-15,000001,Vente,390000.0,633,,RTE D EMPEAUX,0039,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0815,,,,,,,,,,,,,0,1,Maison,81,2,S,sols,,,1854.0,1.141634,43.544693
2023-398879,2023-12-12,000001,Vente,121000.0,10,,AV DE PROVENCE,1013,31470,31187,Fonsorbes,31,,,31187000BN0002,,,51,42.3,,,,,,,,,1,2,Appartement,42,2,,,,,,1.211876,43.543141
2023-398880,2023-12-12,000001,Vente,197000.0,1,,PL DE L ORME,0125,31210,31390,Montréjeau,31,,,313900000C1467,,,,,,,,,,,,,0,2,Appartement,72,2,S,sols,,,685.0,0.574229,43.08461
2023-398880,2023-12-12,000001,Vente,197000.0,1,,PL DE L ORME,0125,31210,31390,Montréjeau,31,,,313900000C1467,,,,,,,,,,,,,0,2,Appartement,57,2,S,sols,,,685.0,0.574229,43.08461
2023-398880,2023-12-12,000001,Vente,197000.0,1,,PL DE L ORME,0125,31210,31390,Montréjeau,31,,,313900000C1467,,,,,,,,,,,,,0,2,Appartement,100,3,S,sols,,,685.0,0.574229,43.08461
2023-398880,2023-12-12,000001,Vente,197000.0,1,,PL DE L ORME,0125,31210,31390,Montréjeau,31,,,313900000C1467,,,,,,,,,,,,,0,2,Appartement,58,2,S,sols,,,685.0,0.574229,43.08461
2023-398880,2023-12-12,000001,Vente,197000.0,1,,PL DE L ORME,0125,31210,31390,Montréjeau,31,,,313900000C1467,,,,,,,,,,,,,0,2,Appartement,64,2,S,sols,,,685.0,0.574229,43.08461
2023-398880,2023-12-12,000001,Vente,197000.0,1,,PL DE L ORME,0125,31210,31390,Montréjeau,31,,,313900000C1467,,,,,,,,,,,,,0,2,Appartement,57,3,S,sols,,,685.0,0.574229,43.08461
2023-398881,2023-12-01,000001,Vente,272800.0,152,,CHE DE TERRE NEGRE,0440,31860,31248,Labarthe-sur-Lèze,31,,,31248000AE0093,,,,,,,,,,,,,0,1,Maison,102,3,S,sols,,,1128.0,1.389342,43.454524
2023-398882,2023-12-12,000001,Vente,128250.0,9001,,RES DU VENASQUE,A030,31110,31042,Bagnères-de-Luchon,31,,,31042000AE0009,,,17,51.7,,,,,,,,,1,2,Appartement,50,3,,,,,,0.586668,42.793061
2023-398884,2023-11-27,000001,Vente,107000.0,181,,LE VILLAGE,B126,31230,31443,Puymaurin,31,,,314430000F0228,,,,,,,,,,,,,0,1,Maison,89,5,S,sols,,,510.0,0.764627,43.372405
2023-398886,2023-12-01,000001,Vente,245105.0,4,,IMP ATHOS,0004,31600,31547,Seysses,31,,,31547000AM0086,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,500.0,1.30442,43.499161
2023-398887,2023-11-24,000001,Vente,180250.0,21,,RUE DE BUCHET,0080,31160,31550,Soueich,31,,,315500000B0028,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,735.0,0.780849,43.047474
2023-398888,2023-12-01,000001,Vente,332000.0,5,,AV DU VENASQUE,0034,31110,31500,Saint-Mamet,31,,,31500000AA0242,,,,,,,,,,,,,0,1,Maison,138,5,S,sols,,,500.0,0.602173,42.784963
2023-398893,2023-12-05,000001,Vente,45000.0,6,B,RUE CHARLES BAUDELAIRE,1757,31800,31483,Saint-Gaudens,31,,,31483000AC0143,,,50,45.37,95,,,,,,,,2,2,Appartement,45,2,,,,,,0.706904,43.114586
2023-398894,2023-12-12,000001,Vente,94000.0,32,,AV REMY COMET,1154,31110,31042,Bagnères-de-Luchon,31,,,31042000AA0076,,,22,36.42,,,,,,,,,1,2,Appartement,36,2,,,,,,0.599247,42.803166
2023-398897,2023-11-20,000001,Vente,332360.0,40,A,LAOUBADERE,B022,31470,31075,Bonrepos-sur-Aussonnelle,31,,,310750000C0420,,,,,,,,,,,,,0,1,Maison,84,4,T,terres,,,1500.0,1.138565,43.543293
2023-398899,2023-12-05,000001,Vente,130000.0,3,,RUE DU FOND DE L ILE,0061,31310,31455,Rieux-Volvestre,31,,,314550000E1572,,,,,,,,,,,,,0,1,Maison,56,3,S,sols,,,439.0,1.199838,43.25434
2023-398900,2023-12-15,000001,Vente,416650.0,7,,RUE DE L AUTAN,0026,31270,31203,Frouzins,31,,,31203000BC0294,,,,,,,,,,,,,0,1,Maison,118,4,S,sols,,,671.0,1.322323,43.511155
2023-398901,2023-12-01,000001,Vente,75000.0,5,,RUE CAMELEVE,0010,31310,31455,Rieux-Volvestre,31,,,314550000E0375,,,,,,,,,,,,,0,1,Maison,90,3,S,sols,,,95.0,1.195118,43.258387
2023-398904,2023-12-13,000001,Vente,95500.0,51,,ALL D ETIGNY,0420,31110,31042,Bagnères-de-Luchon,31,,,31042000AK0255,,,32,,,,,,,,,,1,2,Appartement,40,2,,,,,,0.593198,42.787708
2023-398908,2023-12-15,000001,Vente,198000.0,7,,AV PIERRE ET MARIE CURIE,0034,31600,31165,Eaunes,31,,,31165000AN0384,,,95,,,,,,,,,,1,1,Maison,82,4,,,,,,1.350357,43.423625
2023-398911,2023-11-29,000001,Vente,40000.0,40,,RTE DE SAVERDUN,0212,31550,31145,Cintegabelle,31,,,31145000AE0136,,,,,,,,,,,,,0,1,Maison,36,2,S,sols,,,26.0,1.572537,43.293168
2023-398912,2023-12-18,000001,Vente,92100.0,1,,BD AMEDEE FONTAN,0050,31110,31042,Bagnères-de-Luchon,31,,,31042000AK0477,,,10,34.62,,,,,,,,,1,2,Appartement,34,2,,,,,,0.599241,42.790082
2023-398913,2023-11-28,000001,Vente,277000.0,7,,ALL DE PLAISANCE,0261,31410,31287,Lavernose-Lacasse,31,,,312870000D0450,,,,,,,,,,,,,0,1,Maison,77,2,S,sols,,,230.0,1.26383,43.396492
2023-398915,2023-12-06,000001,Vente,199300.0,165,,AV DE CALMONT,0035,31550,31145,Cintegabelle,31,,,31145000AK0504,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,636.0,1.539258,43.314469
2023-398916,2023-12-01,000001,Vente,74500.0,6,,GUIAINE,B031,31440,31190,Fos,31,,,311900000C0450,,,,,,,,,,,,,0,1,Maison,70,3,S,sols,,,545.0,0.731438,42.87327
2023-398917,2023-12-05,000001,Vente,234000.0,7,,LUQUETS,B018,31360,31084,Boussens,31,,,310840000A1315,,,,,,,,,,,,,0,1,Maison,105,4,S,sols,,,805.0,0.964216,43.174266
2023-398919,2023-11-22,000001,Vente,155000.0,2,,RUE DU PUITS GROS,0083,31190,31345,Miremont,31,,,313450000E0127,,,,,,,,,,,,,0,1,Maison,51,4,S,sols,,,164.0,1.417212,43.370007
2023-398922,2023-11-22,000001,Vente,200000.0,5002,F,ROUBY,B026,31550,31319,Marliac,31,,,313190000A0531,,,,,,,,,,,,,0,1,Maison,101,4,S,sols,,,1278.0,1.471104,43.228625
2023-398923,2023-11-23,000001,Vente,330000.0,4200,,RTE DE SAINT LYS,0160,31600,31547,Seysses,31,,,315470000F1690,,,,,,,,,,,,,0,1,Maison,131,5,,,,,,1.254044,43.504562
2023-398924,2023-11-27,000001,Vente,104000.0,1,B,RUE JEAN MERMOZ,0265,31120,31460,Roquettes,31,,,31460000AI0395,,,113,,58,45.12,,,,,,,2,2,Appartement,45,2,,,,,,1.365621,43.49716
2023-398925,2023-11-27,000001,Vente,162800.0,4,B,RUE PRINCIPALE,0068,31600,31533,Saubens,31,,,31533000AR0071,,,1,54.76,,,,,,,,,1,2,Appartement,45,2,,,,,,1.34989,43.482605
2023-398926,2023-11-22,000001,Vente,256000.0,17,,RUE DES HETRES,0085,31410,31399,Noé,31,,,313990000B0880,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,796.0,1.279356,43.361241
2023-398928,2023-12-15,000001,Vente,321200.0,54,,IMP CHEMIN DE LA GLOIRE,0019,31370,31051,Beaufort,31,,,310510000A0512,,,,,,,,,,,,,0,1,Maison,132,5,S,sols,,,1800.0,1.113638,43.460571
2023-398929,2023-12-06,000001,Vente,53000.0,11,,PL DU CHATEAU,0019,31230,31239,L'Isle-en-Dodon,31,,,31239000AO0425,,,,,,,,,,,,,0,1,Maison,100,6,S,sols,,,73.0,0.836171,43.38098
2023-398931,2023-11-30,000001,Vente,68000.0,9001,,RES DES QUINCONCES,A021,31110,31042,Bagnères-de-Luchon,31,,,31042000AM0035,,,49,23.95,,,,,,,,,1,2,Appartement,23,1,,,,,,0.59876,42.780054
2023-398932,2023-12-19,000001,Vente,185000.0,8,,AV DU CAGIRE,0026,31260,31315,Mane,31,,,313150000B1007,,,,,,,,,,,,,0,1,Maison,101,4,AG,terrains d'agrément,,,3107.0,0.949005,43.082071
2023-398932,2023-12-19,000001,Vente,185000.0,8,,AV DU CAGIRE,0026,31260,31315,Mane,31,,,313150000B1007,,,,,,,,,,,,,0,1,Maison,101,4,S,sols,,,500.0,0.949005,43.082071
2023-398933,2023-12-06,000001,Vente,255000.0,28,,VILLAGE,B029,31110,31242,Jurvielle,31,,,312420000A0058,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,38.0,0.486548,42.817875
2023-398936,2023-12-08,000001,Vente,90870.0,17,,LE VILLAGE,B027,31310,31267,Lahitère,31,,,312670000A0380,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,260.0,1.193221,43.137736
2023-398937,2023-12-12,000001,Vente,90000.0,16,,BD LUDOVIC DARDENNE,0840,31110,31042,Bagnères-de-Luchon,31,,,31042000AK0112,,,68,37.83,,,,,,,,,1,2,Appartement,40,2,,,,,,0.595457,42.789836
2023-398940,2023-12-15,000001,Vente,220000.0,6,,PASTELIER,B052,31370,31435,Poucharramet,31,,,314350000A0175,,,,,,,,,,,,,0,1,Maison,118,1,S,sols,,,1440.0,1.138221,43.420402
2023-398941,2023-12-15,000002,Vente,135205.0,5,,RUE DES CAUSSADES,0250,31800,31483,Saint-Gaudens,31,,,31483000AV0147,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,525.0,0.732652,43.112154
2023-398942,2023-12-12,000001,Vente,60000.0,7,,RUE DES ECOLES,0150,31390,31261,Lafitte-Vigordane,31,,,312610000C0490,,,,,,,,,,,,,0,1,Maison,50,4,S,sols,,,775.0,1.161579,43.298118
2023-398944,2023-11-02,000001,Vente,130000.0,1,A,GARENNE,B020,31260,31591,Escoulis,31,,,315910000A0075,,,,,,,,,,,,,0,1,Maison,85,3,S,sols,,,91.0,1.021133,43.114045
2023-398945,2023-12-09,000001,Vente,249000.0,38,,RUE PAUL GOUIRIC,0132,31390,31107,Carbonne,31,,,311070000F1720,,,,,,,,,,,,,0,1,Maison,87,4,S,sols,,,804.0,1.209726,43.293083
2023-398946,2023-12-15,000001,Vente,129350.0,1,,IMP DU MOULIN DE LA VILLE,0046,31220,31425,Le Plan,31,,,314250000B1447,,,,,,,,,,,,,0,1,Maison,130,4,S,sols,,,81.0,1.119418,43.166329
2023-398949,2023-12-04,000001,Vente,86000.0,13,,RUE DES POURTAOUX,0361,31220,31135,Cazères,31,,,311350000B1208,,,27,64.53,,,,,,,,,1,2,Appartement,65,3,,,,,,1.092132,43.211756
2023-398950,2023-12-01,000001,Vente,169000.0,116,,TOUQUOIRES,B012,31160,31431,Portet-d'Aspet,31,,,314310000C0591,,,,,,,,,,,,,0,1,Maison,68,3,S,sols,,,165.0,0.865072,42.939333
2023-398951,2023-12-15,000001,Vente,466900.0,4,,IMP DES ROMARINS,0099,31470,31188,Fontenilles,31,,,31188000BI0100,,,,,,,,,,,,,0,1,Maison,155,4,S,sols,,,953.0,1.188172,43.555625
2023-398952,2023-12-21,000001,Vente,45000.0,6,,RUE DU ONZE NOVEMBRE,0115,31600,31547,Seysses,31,,,31547000AN0252,,,,,,,,,,,,,0,2,Appartement,80,3,S,sols,,,1402.0,1.313167,43.497127
2023-398953,2023-12-13,000001,Vente,48500.0,53,B,AV DE BOULOGNE,0140,31800,31483,Saint-Gaudens,31,,,31483000AH0043,,,3,18.18,,,,,,,,,1,2,Appartement,18,1,,,,,,0.720336,43.112988
2023-398953,2023-12-13,000001,Vente,48500.0,53,B,AV DE BOULOGNE,0140,31800,31483,Saint-Gaudens,31,,,31483000AH0043,,,2,35.53,,,,,,,,,1,2,Appartement,35,1,,,,,,0.720336,43.112988
2023-398954,2023-12-12,000001,Vente,345220.0,1278,,RTE DE FONTENILLES,0680,31470,31187,Fonsorbes,31,,,31187000BZ0136,,,,,,,,,,,,,0,1,Maison,159,6,S,sols,,,1000.0,1.218309,43.543505
2023-398954,2023-12-12,000001,Vente,345220.0,1278,,RTE DE FONTENILLES,0680,31470,31187,Fonsorbes,31,,,31187000BZ0136,,,,,,,,,,,,,0,1,Maison,159,6,AG,terrains d'agrément,PARC,Parc,459.0,1.218309,43.543505
2023-398957,2023-12-06,000001,Vente,130000.0,55,,GOULOS,B042,31350,31493,Saint-Lary-Boujean,31,,,31493000WA0026,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,800.0,0.759413,43.21831
2023-398957,2023-12-06,000001,Vente,130000.0,55,,GOULOS,B042,31350,31493,Saint-Lary-Boujean,31,,,31493000WA0026,,,,,,,,,,,,,0,1,Maison,90,4,BT,taillis simples,,,5450.0,0.759413,43.21831
2023-398958,2023-11-29,000001,Vente,214000.0,16,,RTE DU LHERM,0072,31600,31475,Saint-Clar-de-Rivière,31,,,314750000C2664,,,,,,,,,,,,,0,1,Maison,80,2,S,sols,,,310.0,1.217975,43.46408
2023-398962,2023-12-18,000001,Vente,223250.0,7,,AV DE LA GARE,0046,31410,31303,Longages,31,,,313030000C1243,,,,,,,,,,,,,0,1,Maison,102,5,S,sols,,,250.0,1.250437,43.355532
2023-398963,2023-12-20,000001,Vente,345000.0,14,,RUE LEON BLUM,0395,31470,31187,Fonsorbes,31,,,31187000AA0096,,,,,,,,,,,,,0,1,Maison,103,4,S,sols,,,976.0,1.238131,43.548637
2023-398964,2023-12-15,000001,Vente,110000.0,12,,RUE DES ANCIENS SILOS,0042,31600,31395,Muret,31,,,31395000EP0068,,,1211,,,,,,,,,,1,2,Appartement,65,3,,,,,,1.328646,43.472424
2023-398966,2023-12-14,000001,Vente,193120.0,54,,RUE ETIENNE BILLIERES,0090,31190,31033,Auterive,31,,,31033000AL0145,,,,,,,,,,,,,0,1,Maison,50,3,S,sols,,,350.0,1.472184,43.352967
2023-398967,2023-12-13,000001,Vente,154860.0,1,B,RES SYLVIE,A027,31110,31042,Bagnères-de-Luchon,31,,,31042000AK0497,,,30,,,,,,,,,,1,2,Appartement,37,3,,,,,,0.595986,42.787437
2023-398968,2023-12-15,000001,Vente,226000.0,1035,,RTE DE VILLATE,0215,31600,31165,Eaunes,31,,,31165000AP0399,,,,,,,,,,,,,0,1,Maison,81,4,S,sols,,,249.0,1.361105,43.434379
2023-398969,2023-12-04,000001,Vente,135800.0,2,,RUE DES ANCIENS SILOS,0042,31600,31395,Muret,31,,,31395000EP0068,,,2105,,,,,,,,,,1,2,Appartement,68,3,,,,,,1.328646,43.472424
2023-398970,2023-12-14,000001,Vente,48000.0,26,,AV MAL DE LATTRE DE TASSIGNY,1070,31600,31395,Muret,31,,,31395000ER0204,,,279,,,,,,,,,,1,2,Appartement,13,1,,,,,,1.329654,43.464361
2023-398971,2023-12-07,000001,Vente,216600.0,1395,,CHE ST JACQUES DE COMPOSTELLE,0070,31160,31245,Juzet-d'Izaut,31,,,312450000C0265,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,695.0,0.754212,42.977641
2023-398973,2023-12-22,000001,Vente,258330.0,15,,CHE DES NAUZES,0224,31470,31499,Saint-Lys,31,,,314990000E2985,,,,,,,,,,,,,0,1,Maison,131,6,S,sols,,,805.0,1.180322,43.500993
2023-398975,2023-12-15,000001,Vente,410150.0,5002,F,PLAINE DU PARAYRE,B116,31470,31481,Sainte-Foy-de-Peyrolières,31,,,314810000E0819,,,,,,,,,,,,,0,1,Maison,245,8,S,sols,,,1000.0,1.147666,43.460853
2023-398975,2023-12-15,000001,Vente,410150.0,5002,F,PLAINE DU PARAYRE,B116,31470,31481,Sainte-Foy-de-Peyrolières,31,,,314810000E0819,,,,,,,,,,,,,0,1,Maison,245,8,AG,terrains d'agrément,,,2816.0,1.147666,43.460853
2023-398976,2023-12-19,000001,Vente,157500.0,24,,RUE FRANCOIS VERDIER,0118,31860,31421,Pins-Justaret,31,,,31421000AM0006,,,,,,,,,,,,,0,1,Maison,67,4,S,sols,,,600.0,1.394113,43.475865
2023-398977,2023-12-15,000001,Vente,375500.0,1131,,RUE GROSSE,0059,31870,31263,Lagardelle-sur-Lèze,31,,,312630000C1363,,,,,,,,,,,,,0,1,Maison,116,5,S,sols,,,484.0,1.382816,43.395934
2023-398978,2023-12-21,000001,Vente,169100.0,16,,RUE DU VIEUX COLOMBIER,0155,31120,31458,Roques,31,,,31458000AB0439,,,16,,,,,,,,,,1,2,Appartement,60,3,,,,,,1.37718,43.511042
2023-398981,2023-12-07,000001,Vente,115010.0,4,B,AV DU PDT VINCENT AURIOL,1420,31600,31395,Muret,31,,,31395000AS0064,,,25,,88,,,,,,,,2,2,Appartement,88,4,,,,,,1.331597,43.469744
2023-398984,2023-12-18,000001,Vente,135000.0,293,,SABIELE,B067,31440,31190,Fos,31,,,311900000A1140,,,,,,,,,,,,,0,1,Maison,153,3,P,prés,,,3417.0,0.740122,42.871323
2023-398985,2023-12-15,000001,Vente,230791.0,46,,RUE DES ACACIAS,0010,31120,31420,Pinsaguel,31,,,31420000AM0058,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,419.0,1.395862,43.500116
2023-398986,2023-12-09,000001,Vente,353000.0,41,,RUE JEAN DABADIE,0807,31600,31395,Muret,31,,,31395000BM0020,,,,,,,,,,,,,0,1,Maison,171,6,AG,terrains d'agrément,PARC,Parc,1927.0,1.339376,43.453563
2023-398986,2023-12-09,000001,Vente,353000.0,41,,RUE JEAN DABADIE,0807,31600,31395,Muret,31,,,31395000BM0020,,,,,,,,,,,,,0,1,Maison,171,6,S,sols,,,1000.0,1.339376,43.453563
2023-398989,2023-12-21,000001,Vente,50000.0,937,,SIGOUADA,B417,31310,31375,Montesquieu-Volvestre,31,,,313750000L0400,,,,,,,,,,,,,0,1,Maison,105,2,S,sols,,,685.0,1.201263,43.157384
2023-398990,2023-12-11,000001,Vente,230000.0,30,A,RTE DU LANCON,0109,31390,31107,Carbonne,31,,,311070000A1623,,,,,,,,,,,,,0,1,Maison,100,5,S,sols,,,2937.0,1.222315,43.316798
2023-398990,2023-12-11,000001,Vente,230000.0,30,A,RTE DU LANCON,0109,31390,31107,Carbonne,31,,,311070000A1623,,,,,,,,,,,,,0,1,Maison,100,5,P,prés,,,930.0,1.222315,43.316798
2023-398992,2023-12-19,000001,Vente,409150.0,7,,LAMEDAN,B019,31390,31525,Salles-sur-Garonne,31,,,315250000B0607,,,,,,,,,,,,,0,1,Maison,125,4,AG,terrains d'agrément,PARC,Parc,2202.0,1.18327,43.276312
2023-398992,2023-12-19,000001,Vente,409150.0,7,,LAMEDAN,B019,31390,31525,Salles-sur-Garonne,31,,,315250000B0607,,,,,,,,,,,,,0,1,Maison,125,4,S,sols,,,1000.0,1.18327,43.276312
2023-398993,2023-12-14,000001,Vente,338000.0,2,,IMP DES PEUPLIERS,0238,31390,31107,Carbonne,31,,,311070000F1961,,,,,,,,,,,,,0,1,Maison,108,4,S,sols,,,705.0,1.208757,43.292435
2023-398994,2023-12-15,000001,Vente,250000.0,32,,RTE DES CRETES,0022,31390,31320,Marquefave,31,,,313200000E0315,,,,,,,,,,,,,0,1,Maison,119,4,S,sols,,,1074.0,1.245007,43.288019
2023-398995,2023-12-12,000001,Vente,210930.0,4,,RUE DU MONT VALLIER,0416,31370,31454,Rieumes,31,,,314540000C1091,,,,,,,,,,,,,0,1,Maison,93,5,S,sols,,,241.0,1.122967,43.410543
2023-398997,2023-12-21,000001,Vente,99100.0,71,,BD DE PEYRAMOND,1290,31600,31395,Muret,31,,,31395000EL0082,,,172,,350,,80,,,,,,3,2,Appartement,53,3,,,,,,1.318257,43.464903
2023-398999,2023-12-15,000001,Vente,350900.0,22,,AV DE LA GARE,0060,31120,31458,Roques,31,,,31458000AC0030,,,,,,,,,,,,,0,1,Maison,180,5,S,sols,,,774.0,1.381272,43.51123
2023-399000,2023-12-15,000001,Vente,250500.0,1,B,RUE DES PYRENEES,0069,31410,31181,Le Fauga,31,,,311810000B1911,,,,,,,,,,,,,0,1,Maison,93,4,S,sols,,,412.0,,
2023-399003,2023-12-13,000001,Vente,234000.0,5,,RUE ROMAIN ROLLAND,0145,31600,31547,Seysses,31,,,31547000AM0149,,,,,,,,,,,,,0,1,Maison,90,4,S,sols,,,597.0,1.30369,43.497809
2023-399008,2023-12-19,000001,Vente,230000.0,16,,RTE DU COL DES ARES,0028,31510,31200,Frontignan-de-Comminges,31,,,312000000A0338,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,555.0,0.659726,42.963754
2023-399008,2023-12-19,000001,Vente,230000.0,16,,RTE DU COL DES ARES,0028,31510,31200,Frontignan-de-Comminges,31,,,312000000A0338,,,,,,,,,,,,,0,2,Appartement,24,1,S,sols,,,555.0,0.659726,42.963754
2023-399010,2023-12-19,000001,Vente,38000.0,33,,AV DE BOULOGNE,0140,31800,31483,Saint-Gaudens,31,,,31483000AH0072,,,54,,,,,,,,,,1,2,Appartement,46,2,,,,,,0.722094,43.11132
2023-399011,2023-12-21,000001,Vente,116568.0,43,,RUE DE BUCHET,0080,31160,31550,Soueich,31,,,315500000B0365,,,,,,,,,,,,,0,1,Maison,114,3,S,sols,,,107.0,0.780738,43.047257
2023-399014,2023-12-20,000001,Vente,490000.0,23,,RUE DE L AMIRAL CASTEX,0006,31800,31585,Villeneuve-de-Rivière,31,,,31585000AK0271,,,,,,,,,,,,,0,1,Maison,332,11,P,prés,,,6060.0,0.663294,43.122058
2023-399014,2023-12-20,000001,Vente,490000.0,23,,RUE DE L AMIRAL CASTEX,0006,31800,31585,Villeneuve-de-Rivière,31,,,31585000AK0271,,,,,,,,,,,,,0,1,Maison,332,11,AG,terrains d'agrément,PARC,Parc,2193.0,0.663294,43.122058
2023-399014,2023-12-20,000001,Vente,490000.0,23,,RUE DE L AMIRAL CASTEX,0006,31800,31585,Villeneuve-de-Rivière,31,,,31585000AK0271,,,,,,,,,,,,,0,1,Maison,332,11,S,sols,,,1465.0,0.663294,43.122058
2023-399015,2023-12-21,000001,Vente,87000.0,1,,AV JEAN MOULIN,0651,31110,31042,Bagnères-de-Luchon,31,,,31042000AE0234,,,25,35.33,,,,,,,,,1,2,Appartement,35,2,,,,,,0.590374,42.793586
2023-399016,2023-12-20,000001,Vente,150000.0,6,,RUE DU 19 MARS 1962,0260,31370,31454,Rieumes,31,,,31454000AC0039,,,,,,,,,,,,,0,1,Maison,34,2,S,sols,,,116.0,1.115818,43.412357
2023-399017,2023-12-12,000001,Vente,82568.0,5173,F,PL DES GRUMES,0029,31110,31360,Montauban-de-Luchon,31,,,31360000AE0312,,,9,,,,,,,,,,1,2,Appartement,45,2,,,,,,0.610164,42.791606
2023-399018,2023-12-15,000001,Vente,160000.0,25,,SABLES,B055,31360,31018,Arnaud-Guilhem,31,,,310180000B0282,,,,,,,,,,,,,0,1,Maison,83,5,S,sols,,,765.0,0.913437,43.14086
2023-399020,2023-12-28,000001,Vente,30000.0,4,,PL SAINT JEAN,1439,31800,31483,Saint-Gaudens,31,,,31483000AL0255,,,37,,,,,,,,,,1,2,Appartement,34,2,,,,,,0.72301,43.107003
2023-399022,2023-12-14,000001,Vente,229000.0,15,A,BEDIAOU,B004,31260,31376,Montgaillard-de-Salies,31,,,313760000A0180,,,,,,,,,,,,,0,1,Maison,93,4,S,sols,,,1000.0,0.929473,43.060327
2023-399022,2023-12-14,000001,Vente,229000.0,15,A,BEDIAOU,B004,31260,31376,Montgaillard-de-Salies,31,,,313760000A0180,,,,,,,,,,,,,0,1,Maison,93,4,T,terres,,,1490.0,0.929473,43.060327
2023-399024,2023-12-21,000001,Vente,34500.0,13,,AV MAL FOCH,0980,31800,31483,Saint-Gaudens,31,,,31483000BX0214,,,22,,7,,,,,,,,2,2,Appartement,56,2,,,,,,0.719452,43.106633
2023-399025,2023-12-15,000001,Vente,105000.0,1,,RUE LAFAYETTE,0145,31190,31033,Auterive,31,,,31033000AM0157,,,8,66.06,,,,,,,,,1,2,Appartement,65,2,,,,,,1.473766,43.348572
2023-399026,2023-12-20,000001,Vente,65000.0,4,,RTE DE MARTRES,0015,31210,31426,Pointis-de-Rivière,31,,,314260000B0912,,,,,,,,,,,,,0,1,Maison,108,3,S,sols,,,282.0,0.619937,43.087158
2023-399027,2023-12-08,000001,Vente,158000.0,43,B,AV DE TOULOUSE,0414,31220,31135,Cazères,31,,,311350000B0993,,,,,,,,,,,,,0,2,Appartement,110,4,S,sols,,,2350.0,1.084133,43.222723
2023-399027,2023-12-08,000001,Vente,158000.0,43,B,AV DE TOULOUSE,0414,31220,31135,Cazères,31,,,311350000B0993,,,,,,,,,,,,,0,2,Appartement,110,4,S,sols,,,2350.0,1.084133,43.222723
2023-399029,2023-12-19,000001,Vente,339500.0,3,A,LES BIGNOUS,B004,31260,31523,Salies-du-Salat,31,,,315230000A0828,,,,,,,,,,,,,0,1,Maison,117,4,L,landes,PACAG,Pacage,9212.0,0.956469,43.108004
2023-399029,2023-12-19,000001,Vente,339500.0,3,A,LES BIGNOUS,B004,31260,31523,Salies-du-Salat,31,,,315230000A0828,,,,,,,,,,,,,0,1,Maison,117,4,S,sols,,,500.0,0.956469,43.108004
2023-399029,2023-12-19,000001,Vente,339500.0,3,A,LES BIGNOUS,B004,31260,31523,Salies-du-Salat,31,,,315230000A0828,,,,,,,,,,,,,0,1,Maison,117,4,AG,terrains d'agrément,PARC,Parc,2000.0,0.956469,43.108004
2023-399030,2023-12-26,000001,Vente,79900.0,37,,RUE MARCEL DORET,1060,31600,31395,Muret,31,,,31395000ES0136,,,102,40.5,,,,,,,,,1,2,Appartement,40,2,,,,,,1.335424,43.463518
2023-399031,2023-12-23,000001,Vente,172485.0,2,,RUE DE LA REPUBLIQUE,0002,31360,31457,Roquefort-sur-Garonne,31,,,31457000AC0390,,,,,,,,,,,,,0,1,Maison,100,4,S,sols,,,348.0,0.974529,43.163398
2023-399032,2023-12-15,000001,Vente,280000.0,8,,RUE DES ROITELETS,0750,31270,31588,Villeneuve-Tolosane,31,,,31588000AA0144,,,,,,,,,,,,,0,2,Appartement,48,3,S,sols,,,410.0,1.338618,43.524287
